u,v,svf,mean_bld_H,road_W,HW_ratio,canopy_ratio,highway
3800707840,3800707860,0.6174,7.6,6.0,1.267,0.0,residential
3800707840,3800707843,0.5457,9.2,6.0,1.533,0.0,residential
3800707842,3800707849,0.53,9.6,6.0,1.6,0.0,residential
3800707843,3800707847,0.5241,9.8,6.0,1.633,0.0,residential
3800707846,3800707870,0.6508,7.0,6.0,1.167,0.0,residential
3800707846,4173466344,0.5855,8.3,6.0,1.383,0.0086,residential
3800707847,3800707859,0.5547,9.0,6.0,1.5,0.0,residential
3800707847,3800707861,0.6328,7.3,6.0,1.217,0.0,residential
3800707853,3800707872,1.0,0.0,5.0,0.0,0.0,service
3800707854,3800707860,0.6743,6.6,6.0,1.1,0.0,residential
3800707854,4173466344,0.6413,7.2,6.0,1.2,0.0,residential
3800707855,3800707904,0.5966,8.1,6.0,1.35,0.0,residential
3800707855,4173472990,0.5408,9.3,6.0,1.55,0.0,residential
3800707856,3800707865,0.5633,7.3,5.0,1.46,0.0495,service
3800707856,4173466345,0.4961,10.5,6.0,1.75,0.1196,residential
3800707857,3800707881,0.5944,8.1,6.0,1.35,0.0,residential
3800707857,3800707863,0.6681,6.7,6.0,1.117,0.0,residential
3800707858,3800707859,0.5468,9.2,6.0,1.533,0.0,residential
3800707858,3800707888,0.6757,6.5,6.0,1.083,0.0,residential
3800707860,3800707861,0.6247,7.5,6.0,1.25,0.0,residential
3800707861,3800707870,0.6743,6.6,6.0,1.1,0.0,residential
3800707863,3800707892,0.6823,6.4,6.0,1.067,0.0,residential
3800707863,3800707881,0.6128,7.7,6.0,1.283,0.0,residential
3800707863,3800707895,0.6562,6.9,6.0,1.15,0.0,residential
3800707868,3800707912,0.6247,7.5,6.0,1.25,0.0,residential
3800707868,4173466345,0.6946,6.2,6.0,1.033,0.0357,residential
3800707868,3800707925,0.5369,9.4,6.0,1.567,0.0,residential
3800707870,3800707893,0.6622,6.8,6.0,1.133,0.0,residential
3800707872,3800707908,1.0,0.0,6.0,0.0,0.016,residential
3800707872,11076757835,0.7071,5.0,5.0,1.0,0.0,"['service', 'residential']"
3800707876,3800707894,0.5145,10.0,6.0,1.667,0.0,residential
3800707876,3800707908,0.4299,10.5,5.0,2.1,0.0166,service
3800707877,4173489687,0.4281,12.7,6.0,2.117,0.0,residential
3800707877,9925220594,0.4472,12.0,6.0,2.0,0.0,residential
3800707877,4173489688,0.326,17.4,6.0,2.9,0.0,residential
3800707879,3800707895,0.5967,8.1,6.0,1.35,0.0,residential
3800707879,3800707881,0.5433,9.3,6.0,1.55,0.0,residential
3800707886,3800707888,0.6585,6.9,6.0,1.15,0.0,residential
3800707886,3800707895,0.6644,6.8,6.0,1.133,0.0,residential
3800707888,3800707893,0.6383,7.2,6.0,1.2,0.0,residential
3800707892,3800707939,0.7006,6.1,6.0,1.017,0.0,residential
3800707892,3800707899,0.7282,5.6,6.0,0.933,0.0,residential
3800707893,3800707904,0.5623,8.8,6.0,1.467,0.0,residential
3800707893,3800707916,0.6447,7.1,6.0,1.183,0.0,residential
3800707894,3800707911,0.6562,6.9,6.0,1.15,0.042,residential
3800707894,3800707932,0.6114,7.8,6.0,1.3,0.0,residential
3800707899,3800707905,0.6877,6.3,6.0,1.05,0.0,residential
3800707899,4173466345,0.6968,6.2,6.0,1.033,0.0305,residential
3800707904,3800707907,0.5547,9.0,6.0,1.5,0.0,residential
3800707905,3800707914,0.6771,6.5,6.0,1.083,0.0,residential
3800707905,4173480351,0.6545,6.9,6.0,1.15,0.0,residential
3800707907,4173472990,0.4874,10.8,6.0,1.8,0.0,residential
3800707907,3800707939,0.6,8.0,6.0,1.333,0.0,residential
3800707908,8605019064,0.8944,3.0,6.0,0.5,0.0894,residential
3800707911,3800707943,0.5728,8.6,6.0,1.433,0.0181,residential
3800707911,3800707955,0.4384,12.3,6.0,2.05,0.0948,residential
3800707912,3800707918,0.6706,6.6,6.0,1.1,0.0,residential
3800707914,4173480350,0.6234,7.5,6.0,1.25,0.0,residential
3800707914,3800707918,0.6441,7.1,6.0,1.183,0.0,residential
3800707924,3800707934,0.5433,9.3,6.0,1.55,0.0,residential
3800707924,4173472990,0.4472,12.0,6.0,2.0,0.0,residential
3800707924,3800707975,0.599,8.0,6.0,1.333,0.0,residential
3800707925,4173466347,0.6174,7.6,6.0,1.267,0.0,residential
3800707930,3800707944,0.5442,9.2,6.0,1.533,0.0,residential
3800707930,11895178766,0.62,7.6,6.0,1.267,0.0,residential
3800707932,3800707943,0.5472,9.2,6.0,1.533,0.0,residential
3800707932,4173472990,0.4961,10.5,6.0,1.75,0.0,residential
3800707934,3800707987,0.6336,7.3,6.0,1.217,0.0,residential
3800707934,4173480352,0.5547,9.0,6.0,1.5,0.0,residential
3800707939,4173480352,0.6247,7.5,6.0,1.25,0.0,residential
3800707943,4173472989,0.4938,10.6,6.0,1.767,0.0,residential
3800707944,4173466349,0.534,9.5,6.0,1.583,0.0,residential
3800707944,3800707995,0.5749,8.5,6.0,1.417,0.0,residential
3800707955,3800707960,0.2609,22.2,6.0,3.7,0.0527,residential
3800707960,4173472989,0.3939,14.0,6.0,2.333,0.0,residential
3800707960,3800707971,0.5098,10.1,6.0,1.683,0.0,residential
3800707971,3800707975,0.5264,9.7,6.0,1.617,0.0,residential
3800707971,4173472989,0.4369,12.4,6.0,2.067,0.0,residential
3800707972,11895178766,0.6357,7.3,6.0,1.217,0.0,residential
3800707972,4173466347,0.6163,7.7,6.0,1.283,0.0,residential
3800707972,3800707981,0.5787,8.5,6.0,1.417,0.0,residential
3800707974,3800708006,0.5858,8.3,6.0,1.383,0.0,residential
3800707975,3800707986,0.5628,8.8,6.0,1.467,0.0,residential
3800707981,11895178767,0.5547,9.0,6.0,1.5,0.0,residential
3800707981,3800707996,0.5608,8.9,6.0,1.483,0.0,residential
3800707986,10220801246,0.5226,9.8,6.0,1.633,0.0,residential
3800707986,3800707987,0.53,9.6,6.0,1.6,0.0,residential
3800707987,3800707998,0.5547,9.0,6.0,1.5,0.0,residential
3800707995,3800708006,0.5222,9.8,6.0,1.633,0.0,residential
3800707995,4173466349,0.5547,9.0,6.0,1.5,0.0,residential
3800707996,3800708004,0.5606,8.9,6.0,1.483,0.0,residential
3800707996,3800708012,0.5952,8.1,6.0,1.35,0.0,residential
3800707998,3832604883,0.6,8.0,6.0,1.333,0.0,residential
3800707998,4173480352,0.6518,7.0,6.0,1.167,0.0,residential
3800708001,11895178767,0.4886,10.7,6.0,1.783,0.0,residential
3800708001,4173466348,0.4645,11.4,6.0,1.9,0.0,residential
3800708001,3800708038,0.5952,8.1,6.0,1.35,0.0,residential
3800708006,4173466348,0.4819,10.9,6.0,1.817,0.0,residential
3800708009,3800708021,0.5767,8.5,6.0,1.417,0.0,residential
3800708009,3832604883,0.597,8.1,6.0,1.35,0.0,residential
3800708009,4173480351,0.5973,8.1,6.0,1.35,0.0,residential
3800708021,4173480350,0.5896,8.2,6.0,1.367,0.0,residential
3800708026,3800708038,0.6808,6.5,6.0,1.083,0.0,residential
3800708026,3832604892,0.6508,7.0,6.0,1.167,0.0,residential
3800708026,3832604884,0.6122,7.8,6.0,1.3,0.0,residential
3800708038,3800708041,0.6668,6.7,6.0,1.117,0.0,residential
3800708041,4173466346,0.5832,8.4,6.0,1.4,0.0,residential
3800708041,4173466348,0.5701,8.6,6.0,1.433,0.0,residential
3800708041,3832604904,0.5692,8.7,6.0,1.45,0.0,residential
3807095123,3807095125,0.3417,16.5,6.0,2.75,0.0,residential
3807095125,3807095126,0.2747,21.0,6.0,3.5,0.0,residential
3807095125,3807095149,0.5241,9.8,6.0,1.633,0.0,residential
3807095126,8173927752,0.2316,21.0,5.0,4.2,0.0,service
3807095130,3807095145,0.5241,9.8,6.0,1.633,0.0,residential
3807095136,3807095859,0.4573,11.7,6.0,1.95,0.0,residential
3807095138,3807095142,0.5174,9.9,6.0,1.65,0.0,residential
3807095139,3807095154,0.5628,8.8,6.0,1.467,0.0,residential
3807095141,3807095154,0.5241,9.8,6.0,1.633,0.0,residential
3807095142,3807095152,0.3096,18.4,6.0,3.067,0.0,residential
3807095142,3807095148,0.4741,11.1,6.0,1.85,0.0,residential
3807095145,3807095149,0.4789,11.0,6.0,1.833,0.0,residential
3807095148,3807095151,0.5547,13.5,9.0,1.5,0.0,tertiary
3807095148,3807095152,0.249,35.0,9.0,3.889,0.0,tertiary
3807095149,3807095860,0.5322,9.5,6.0,1.583,0.0,residential
3807095151,3807095866,0.1376,36.0,5.0,7.2,0.0,service
3807095151,3807095862,0.6402,10.8,9.0,1.2,0.0,tertiary
3807095152,3807095859,0.3162,27.0,9.0,3.0,0.0,tertiary
3807095154,3807095860,0.5547,9.0,6.0,1.5,0.0,residential
3807095154,3807095870,0.2855,20.1,6.0,3.35,0.0,residential
3807095860,8213963841,0.2754,17.5,5.0,3.5,0.0,"['service', 'residential']"
3807095862,3851418641,0.6,12.0,9.0,1.333,0.0,tertiary
3807095862,8173927779,0.2,24.5,5.0,4.9,0.0,"['service', 'residential']"
3807095866,8488728735,0.083,60.0,5.0,12.0,0.0,service
3807095866,8488728777,0.1783,27.6,5.0,5.52,0.0,service
3807095877,3851418641,0.8064,6.6,9.0,0.733,0.0,tertiary
3807095877,5290391103,0.5677,8.7,6.0,1.45,0.0,residential
3807095877,8173927764,0.3162,15.0,5.0,3.0,0.0,service
3807095897,3807095945,1.0,0.0,6.0,0.0,0.0,residential
3807095900,7276110375,0.5758,8.5,6.0,1.417,0.0,residential
3807095900,3851468293,0.6854,6.4,6.0,1.067,0.0,residential
3807095900,3851468284,0.6508,7.0,6.0,1.167,0.0,residential
3807095920,8488729629,0.7295,11.2,12.0,0.933,0.0,secondary
3807095920,3851468298,0.6897,12.6,12.0,1.05,0.0,secondary
3807095920,3851428778,0.5587,8.9,6.0,1.483,0.0,residential
3807095945,3807095981,1.0,0.0,6.0,0.0,0.0,residential
3807095945,3807095985,0.1047,57.0,6.0,9.5,0.0,residential
3807095954,3807095971,0.206,28.5,6.0,4.75,0.0,residential
3807095961,8168240298,0.1248,39.8,5.0,7.96,0.0,service
3807095961,8168240443,0.1713,34.5,6.0,5.75,0.0,residential
3807095961,9577359729,0.1713,34.5,6.0,5.75,0.0042,residential
3807095961,3807096220,0.1674,35.3,6.0,5.883,0.0,residential
3807095963,9596134639,0.1414,42.0,6.0,7.0,0.0123,secondary_link
3807095963,9596134630,1.0,0.0,6.0,0.0,0.0164,secondary_link
3807095963,9577359729,0.3714,15.0,6.0,2.5,0.025,secondary_link
3807095963,4076814783,1.0,0.0,6.0,0.0,0.0301,secondary_link
3807095963,9577359733,1.0,0.0,6.0,0.0,0.1004,secondary_link
3807095963,7276110364,1.0,0.0,6.0,0.0,0.0742,secondary_link
3807095971,3807095985,0.1075,55.5,6.0,9.25,0.0,residential
3807095981,3807095985,0.1047,57.0,6.0,9.5,0.0,residential
3807095981,3851468331,0.1961,30.0,6.0,5.0,0.0,residential
3807095982,3807095992,0.6965,9.3,9.0,1.033,0.0,tertiary
3807095982,8488844505,0.6357,7.3,6.0,1.217,0.0085,secondary_link
3807095991,3807095992,0.534,9.5,6.0,1.583,0.0,residential
3807095991,3807096009,0.6357,7.3,6.0,1.217,0.0,residential
3807095991,3807096185,0.5855,8.3,6.0,1.383,0.0,residential
3807095992,5573158008,0.2305,38.0,9.0,4.222,0.0157,tertiary
3807095992,5573158008,0.1203,41.2,5.0,8.24,0.0,service
3807096009,3851468333,0.739,5.5,6.0,0.917,0.0,residential
3807096009,4201516964,0.7619,5.1,6.0,0.85,0.0,residential
3807096040,3807096185,0.4375,12.3,6.0,2.05,0.0002,residential
3807096046,12891901353,0.1322,45.0,6.0,7.5,0.0,residential
3807096046,3851428833,0.2425,24.0,6.0,4.0,0.0,residential
3807096046,5573158760,0.1069,46.5,5.0,9.3,0.0,service
3807096185,13233950654,0.2394,24.3,6.0,4.05,0.0242,residential
3807096191,12891901353,0.229,25.5,6.0,4.25,0.0,residential
3807096220,10727522057,0.2397,20.2,5.0,4.04,0.0,service
3807096220,3807096262,0.206,28.5,6.0,4.75,0.0,residential
3807096256,3807096318,0.7363,5.5,6.0,0.917,0.0,residential
3807096262,3807096345,0.2237,26.1,6.0,4.35,0.0,residential
3807096262,3807096479,0.307,18.6,6.0,3.1,0.0,residential
3807096266,3807096332,0.7316,5.6,6.0,0.933,0.0,residential
3807096266,3807096283,0.784,9.5,12.0,0.792,0.0,secondary
3807096280,3851468263,0.8173,11.3,16.0,0.706,0.0587,primary
3807096280,3807096338,0.3635,15.4,6.0,2.567,0.068,residential
3807096280,13233950656,0.8944,8.0,16.0,0.5,0.1346,primary
3807096283,3807096290,0.6317,7.4,6.0,1.233,0.0,residential
3807096283,3807096339,0.8662,6.9,12.0,0.575,0.0,secondary
3807096288,3807096351,0.6811,6.5,6.0,1.083,0.0,residential
3807096288,3807096290,0.727,5.7,6.0,0.95,0.0,residential
3807096288,5062336386,0.12,41.4,5.0,8.28,0.0,service
3807096288,3807096345,0.6854,6.4,6.0,1.067,0.0,residential
3807096290,3807096351,0.7009,6.1,6.0,1.017,0.0,residential
3807096318,3807096333,0.7826,4.8,6.0,0.8,0.0,residential
3807096318,3807096332,0.7727,4.9,6.0,0.817,0.0,residential
3807096323,8064784065,0.2822,17.0,5.0,3.4,0.0,service
3807096332,3807096439,0.7399,5.5,6.0,0.917,0.0,residential
3807096333,3807096468,0.7628,5.1,6.0,0.85,0.0,residential
3807096333,4201516994,0.7498,5.3,6.0,0.883,0.0,residential
3807096338,3807096430,0.6339,7.3,6.0,1.217,0.0,residential
3807096338,3807096410,0.7501,5.3,6.0,0.883,0.0,residential
3807096339,3807096449,0.7156,5.9,6.0,0.983,0.0,residential
3807096339,3807096427,0.8523,7.4,12.0,0.617,0.0,secondary
3807096345,3807096514,0.5651,8.8,6.0,1.467,0.0,residential
3807096345,3807096418,0.6459,7.1,6.0,1.183,0.0,residential
3807096351,3807096460,0.669,6.7,6.0,1.117,0.0,residential
3807096351,4201516949,0.6465,7.1,6.0,1.183,0.0,residential
3807096410,4201516987,0.7338,5.6,6.0,0.933,0.0,residential
3807096410,4201516978,0.7212,5.8,6.0,0.967,0.0,residential
3807096418,4201516949,0.6508,7.0,6.0,1.167,0.0,residential
3807096427,3807096449,0.6122,7.8,6.0,1.3,0.0,residential
3807096427,3807096460,0.816,8.5,12.0,0.708,0.0,secondary
3807096430,4201516978,0.674,6.6,6.0,1.1,0.0,residential
3807096430,3807096487,0.6383,7.2,6.0,1.2,0.0,residential
3807096430,4201516994,0.6247,7.5,6.0,1.25,0.0,residential
3807096434,4201516949,0.6426,7.2,6.0,1.2,0.0,residential
3807096434,3807096499,0.6508,7.0,6.0,1.167,0.0296,residential
3807096439,3807096449,0.6343,7.3,6.0,1.217,0.0,residential
3807096439,3807096472,0.7139,5.9,6.0,0.983,0.0,residential
3807096446,3807096479,0.4375,12.3,6.0,2.05,0.0,residential
3807096446,4200477335,0.3956,13.9,6.0,2.317,0.0,residential
3807096460,3848966647,0.8321,8.0,12.0,0.667,0.0017,secondary
3807096460,3807096533,0.6931,6.2,6.0,1.033,0.0,residential
3807096468,4201516994,0.7336,5.6,6.0,0.933,0.0,residential
3807096468,3807096487,0.6622,6.8,6.0,1.133,0.0,residential
3807096472,3807096537,0.6508,7.0,6.0,1.167,0.0,residential
3807096472,3807096487,0.7282,5.6,6.0,0.933,0.0,residential
3807096479,3807096512,0.6508,7.0,6.0,1.167,0.0,residential
3807096487,4201516978,0.6376,7.2,6.0,1.2,0.0,residential
3807096487,3807096539,0.6067,7.9,6.0,1.317,0.0,residential
3807096499,3848966647,0.8716,6.8,12.0,0.567,0.0602,secondary
3807096500,8489958127,0.4961,10.5,6.0,1.75,0.0,secondary_link
3807096500,3807096506,0.6357,14.6,12.0,1.217,0.0188,secondary
3807096506,6122919356,0.2071,23.6,5.0,4.72,0.0,service
3807096512,3807096514,0.8944,6.0,12.0,0.5,0.0,secondary
3807096512,4201516943,0.6555,6.9,6.0,1.15,0.0,residential
3807096514,4200916249,0.9119,5.4,12.0,0.45,0.0,secondary
3807096533,3848966654,0.9015,5.8,12.0,0.483,0.0,secondary
3807096533,3848966653,0.8899,6.2,12.0,0.517,0.0347,secondary
3807096537,3848966656,0.7727,9.9,12.0,0.825,0.0,secondary
3807096537,3848966654,0.8555,7.3,12.0,0.608,0.0,secondary
3807096539,3848966656,0.7735,9.8,12.0,0.817,0.0,secondary
3807096539,3807096540,0.8235,8.3,12.0,0.692,0.0,secondary
3807096540,4201516978,0.7328,5.6,6.0,0.933,0.0,residential
3807096540,3849034871,0.7526,5.2,6.0,0.867,0.0,residential
3807096596,8213964146,0.2941,19.5,6.0,3.25,0.0,residential
3832424964,4173492191,0.2169,27.0,6.0,4.5,0.0,residential
3832604882,3832604885,0.6156,7.7,6.0,1.283,0.0,residential
3832604882,4173466349,0.6097,7.8,6.0,1.3,0.0,residential
3832604883,3832604886,0.5735,8.6,6.0,1.433,0.0,residential
3832604884,3832604887,0.6051,7.9,6.0,1.317,0.0,residential
3832604888,3832604898,0.5547,9.0,6.0,1.5,0.0,residential
3832604889,3832604890,0.5145,10.0,6.0,1.667,0.0,residential
3832604889,3832604890,0.6209,7.6,6.0,1.267,0.0,residential
3832604889,4173466348,0.5118,10.1,6.0,1.683,0.0,residential
3832604890,3832604893,0.4926,10.6,6.0,1.767,0.0,residential
3832604891,3832604899,0.5625,7.3,5.0,1.46,0.0,service
3832604891,3832604898,0.5118,10.1,6.0,1.683,0.0,residential
3832604892,4173466346,0.628,7.4,6.0,1.233,0.0,residential
3832604893,3832604903,0.5897,8.2,6.0,1.367,0.0,residential
3832604895,3832604909,0.6024,8.0,6.0,1.333,0.0,residential
3832604895,12389365915,0.8,12.0,16.0,0.75,0.0,"['primary', 'residential']"
3832604903,3832604911,0.6247,7.5,6.0,1.25,0.0,residential
3832604903,3832604906,0.6814,6.4,6.0,1.067,0.0,residential
3832604904,3832604910,0.534,9.5,6.0,1.583,0.0,residential
3832604904,3832604908,0.5975,8.1,6.0,1.35,0.0,residential
3832604906,3832604913,0.6487,7.0,6.0,1.167,0.0,residential
3832604906,3832604916,0.6435,7.1,6.0,1.183,0.0,residential
3832604910,4173466346,0.4472,12.0,6.0,2.0,0.0,residential
3832604910,3832604919,0.4903,10.7,6.0,1.783,0.0,residential
3832604911,3832604916,0.5827,8.4,6.0,1.4,0.0,residential
3832604913,3832604922,0.5932,8.1,6.0,1.35,0.0,residential
3832604913,3832604919,0.6028,7.9,6.0,1.317,0.0,residential
3832604916,3832604922,0.5843,8.3,6.0,1.383,0.0,residential
3832604916,3832604923,0.628,7.4,6.0,1.233,0.0,residential
3832604919,4643531495,0.5264,9.7,6.0,1.617,0.0,residential
3832604922,4643531495,0.5547,9.0,6.0,1.5,0.0,residential
3832604923,3832604933,0.6592,6.8,6.0,1.133,0.0,residential
3832604923,4173480346,0.6419,7.2,6.0,1.2,0.0,residential
3832604929,4173480346,0.6508,7.0,6.0,1.167,0.0,residential
3832604929,3832604936,0.6727,6.6,6.0,1.1,0.0,residential
3832604929,4173480345,0.6419,7.2,6.0,1.2,0.0,residential
3832604933,4643531495,0.6189,7.6,6.0,1.267,0.0,residential
3832604933,3832604934,0.6542,6.9,6.0,1.15,0.0,residential
3832604934,3832604953,0.6447,7.1,6.0,1.183,0.0,residential
3832604934,3832604936,0.7071,6.0,6.0,1.0,0.0,residential
3832604936,10708182321,0.6946,6.2,6.0,1.033,0.0,residential
3832604940,3832604953,0.597,8.1,6.0,1.35,0.0,residential
3832604940,3832605468,0.7071,6.0,6.0,1.0,0.0,residential
3832604940,4643531495,0.6044,7.9,6.0,1.317,0.0,residential
3832604953,3832605459,0.6332,7.3,6.0,1.217,0.0,residential
3832605459,10708182321,0.9162,7.0,16.0,0.438,0.0,primary
3832605459,10708182399,1.0,0.0,16.0,0.0,0.0,primary
3832605468,10708182399,0.848,3.8,6.0,0.633,0.0,residential
3832605468,12389319313,0.3714,7.5,3.0,2.5,0.0,footway
3832605468,12389319449,0.6247,3.8,3.0,1.267,0.0,footway
3832676307,3832676317,0.8296,4.0,6.0,0.667,0.0,residential
3832676307,3832676320,0.6606,6.8,6.0,1.133,0.0,residential
3832676307,3832903651,0.7433,5.4,6.0,0.9,0.0,residential
3832676308,3832676317,0.8609,3.5,6.0,0.583,0.0,residential
3832676308,9809027002,0.7913,4.6,6.0,0.767,0.0,residential
3832676308,3832903646,0.7311,5.6,6.0,0.933,0.0,residential
3832676309,4197413309,0.848,7.5,12.0,0.625,0.0,secondary
3832676309,9809027002,0.7433,5.4,6.0,0.9,0.0,residential
3832676309,8111781414,0.9231,5.0,12.0,0.417,0.0,secondary
3832676314,3832676321,0.8793,4.9,9.0,0.544,0.0,tertiary
3832676314,11850302536,0.356,15.8,6.0,2.633,0.0,residential
3832676316,3832676325,0.8831,3.2,6.0,0.533,0.0,residential
3832676316,7838649489,0.888,3.1,6.0,0.517,0.0,residential
3832676317,3832676328,0.8321,4.0,6.0,0.667,0.0,residential
3832676317,3832676332,0.7872,4.7,6.0,0.783,0.0,residential
3832676318,7838649489,0.8716,3.4,6.0,0.567,0.0,residential
3832676318,7838649253,0.9794,3.3,16.0,0.206,0.0,primary
3832676319,10857081074,0.6508,7.0,6.0,1.167,0.0,residential
3832676319,10857081082,0.6163,15.3,12.0,1.275,0.0,secondary
3832676319,3832676336,0.3511,16.0,6.0,2.667,0.0,residential
3832676320,4197387941,0.6562,6.9,6.0,1.15,0.0,residential
3832676320,3832676332,0.6727,6.6,6.0,1.1,0.0,residential
3832676321,4197387941,0.7311,8.4,9.0,0.933,0.0,tertiary
3832676321,3832676355,0.4635,11.5,6.0,1.917,0.0,residential
3832676322,10857081015,0.206,28.5,6.0,4.75,0.0,residential
3832676322,10857081034,0.3048,9.4,3.0,3.133,0.0,footway
3832676322,10857081033,0.0926,32.2,3.0,10.733,0.0,footway
3832676325,3832952769,0.206,28.5,6.0,4.75,0.0,residential
3832676325,10857081034,0.8742,3.3,6.0,0.55,0.0,residential
3832676326,10857081049,0.4472,12.0,6.0,2.0,0.0,residential
3832676326,10857081014,0.7071,12.0,12.0,1.0,0.0,secondary
3832676328,3832676347,0.8,9.0,12.0,0.75,0.0,secondary
3832676328,3832676342,0.606,7.9,6.0,1.317,0.0,residential
3832676330,10857081047,1.0,0.0,6.0,0.0,0.0,residential
3832676330,4750059026,0.8,9.0,12.0,0.75,0.0,secondary
3832676330,3832676331,1.0,0.0,12.0,0.0,0.0,secondary
3832676331,10857081046,1.0,0.0,6.0,0.0,0.0,residential
3832676331,7838649279,0.6247,15.0,12.0,1.25,0.0,secondary
3832676332,3832676347,0.8,4.5,6.0,0.75,0.0,residential
3832676332,3832676351,0.5812,8.4,6.0,1.4,0.0,residential
3832676336,3832676342,0.5547,9.0,6.0,1.5,0.0,residential
3832676336,3832677080,0.6202,7.6,6.0,1.267,0.0,residential
3832676342,3832677059,0.578,8.5,6.0,1.417,0.0,residential
3832676345,3832676348,0.3939,14.0,6.0,2.333,0.0,residential
3832676345,3832677068,0.6912,6.3,6.0,1.05,0.0,residential
3832676345,10857081046,0.4472,12.0,6.0,2.0,0.0,residential
3832676347,3832677059,0.5843,8.3,6.0,1.383,0.0,residential
3832676348,7838649235,0.4657,11.4,6.0,1.9,0.0,residential
3832676348,3832677069,0.5882,8.2,6.0,1.367,0.0,residential
3832676349,3832677085,0.1322,45.0,6.0,7.5,0.0,residential
3832676349,10857081047,0.5547,9.0,6.0,1.5,0.0,residential
3832676349,10857081048,0.5547,9.0,6.0,1.5,0.0,residential
3832676350,7838649217,0.7433,5.4,6.0,0.9,0.0,residential
3832676350,7838649235,0.6508,7.0,6.0,1.167,0.0,residential
3832676350,3832676353,0.9545,5.0,16.0,0.312,0.0,primary
3832676350,7838649261,0.9363,6.0,16.0,0.375,0.0,primary
3832676351,8497761837,0.6247,11.2,9.0,1.244,0.0,tertiary
3832676351,4197387941,0.686,9.5,9.0,1.056,0.0,tertiary
3832676352,8332958012,0.725,5.7,6.0,0.95,0.0,residential
3832676352,3832677066,0.7474,5.3,6.0,0.883,0.0,residential
3832676352,7838649217,0.795,4.6,6.0,0.767,0.0,residential
3832676352,4200459130,0.6961,6.2,6.0,1.033,0.0,residential
3832676353,7838649218,0.7593,5.1,6.0,0.85,0.0,residential
3832676353,3832677074,0.9502,5.2,16.0,0.325,0.0,primary
3832676355,4197387941,0.5882,8.2,6.0,1.367,0.0,residential
3832676355,3832677065,0.3297,17.2,6.0,2.867,0.0,residential
3832676355,3832677079,0.6075,7.8,6.0,1.3,0.0,residential
3832677058,4200459126,0.6156,7.7,6.0,1.283,0.0,residential
3832677058,3832952793,0.666,6.7,6.0,1.117,0.0,residential
3832677058,3832677073,0.6321,7.4,6.0,1.233,0.0,residential
3832677059,3832677072,0.507,10.2,6.0,1.7,0.0,residential
3832677063,3832677105,0.6402,7.2,6.0,1.2,0.0,residential
3832677063,3832677085,0.2631,22.0,6.0,3.667,0.0,residential
3832677063,10857081049,0.1618,36.6,6.0,6.1,0.0,residential
3832677065,11850302536,0.2095,28.0,6.0,4.667,0.0,residential
3832677065,8497792066,0.3162,18.0,6.0,3.0,0.0,residential
3832677066,3832677078,0.7682,5.0,6.0,0.833,0.0,residential
3832677066,3832677073,0.6044,7.9,6.0,1.317,0.0,residential
3832677066,7838649218,0.7826,4.8,6.0,0.8,0.0,residential
3832677068,3832677069,0.5547,9.0,6.0,1.5,0.0,residential
3832677068,3832677091,0.5882,8.2,6.0,1.367,0.0,residential
3832677069,7838649236,0.6196,7.6,6.0,1.267,0.0,residential
3832677069,3832677094,0.5986,8.0,6.0,1.333,0.0,residential
3832677072,3832677090,0.5408,9.3,6.0,1.55,0.0,residential
3832677072,3832677080,0.5391,9.4,6.0,1.567,0.0,residential
3832677073,3832677083,0.5253,9.7,6.0,1.617,0.0,residential
3832677074,7838649236,0.7526,5.2,6.0,0.867,0.0,residential
3832677074,7838649219,0.8137,4.3,6.0,0.717,0.0,residential
3832677074,4200459137,0.9415,5.7,16.0,0.356,0.0,primary
3832677078,4200459138,0.8805,3.2,6.0,0.533,0.0,residential
3832677078,7838649219,0.8786,3.3,6.0,0.55,0.0,residential
3832677078,4200459135,0.7526,5.2,6.0,0.867,0.0,residential
3832677079,8497792064,0.848,7.5,12.0,0.625,0.0,secondary
3832677079,8497761823,0.84,7.8,12.0,0.65,0.0,secondary
3832677079,3832677087,0.5952,8.1,6.0,1.35,0.0,residential
3832677080,3832677103,0.7198,5.8,6.0,0.967,0.0,residential
3832677080,3832677105,0.669,6.7,6.0,1.117,0.0,residential
3832677083,13543245049,0.5957,8.1,6.0,1.35,0.0,residential
3832677083,4200459133,0.4813,10.9,6.0,1.817,0.0,residential
3832677083,4200459132,0.5351,9.5,6.0,1.583,0.0,residential
3832677085,3832677116,0.6,8.0,6.0,1.333,0.0,residential
3832677087,3832677090,0.5111,10.1,6.0,1.683,0.0,residential
3832677087,4197387950,0.5145,10.0,6.0,1.667,0.0,residential
3832677090,4197387945,0.5098,10.1,6.0,1.683,0.0,residential
3832677091,3832677094,0.5914,8.2,6.0,1.367,0.0,residential
3832677091,3832677114,0.6675,6.7,6.0,1.117,0.0,residential
3832677094,7838649237,0.5749,8.5,6.0,1.417,0.0,residential
3832677094,3832677106,0.669,6.7,6.0,1.117,0.0,residential
3832677097,7838649223,0.6823,6.4,6.0,1.067,0.0,residential
3832677097,7838649237,0.5767,8.5,6.0,1.417,0.0,residential
3832677097,3832677118,0.848,10.0,16.0,0.625,0.0,primary
3832677097,4200459146,0.9162,7.0,16.0,0.438,0.0,primary
3832677099,4200459134,0.8499,3.7,6.0,0.617,0.0,residential
3832677099,13543227862,0.7749,4.9,6.0,0.817,0.0,residential
